Age,Gender,Region / State,Purchase Count,Total Spend,Average Order Value,Average Items Per Order,Last Purchase Days,Tenure Days,Preferred Category,Category Diversity,Preferred Channel,Session Count,Engagement Score,Campaign Engagement Score,Email Click Rate,Campaign Conversion Rate,Loyalty Score,Value Score,Purchase Frequency,Target
,Male,Central,4,7271.63,1808.59,2.17,5,287,Fashion,2,Email,12,72.94,59.21,0.139,0.033,53.46,23.13,0.4181,0
37.0,Female,South,13,43050.99,3048.56,2.76,13,272,Home,3,SMS,10,51.98,66.98,0.174,0.086,56.6,36.63,1.4338,0
43.0,Female,East,3,8179.29,2936.63,1.09,29,437,Toys,2,WhatsApp,5,40.1,35.62,0.037,0.006,43.46,18.91,0.2059,0
61.0,Female,East,0,0.0,0.0,0.0,92,92,,0,Call,3,24.97,31.94,0.057,0.006,36.33,11.2,0.0,0
32.0,Female,West,1,2488.43,2406.03,2.2,50,169,Books,1,Email,1,3.09,19.62,0.011,0.002,35.0,25.78,0.1775,0
38.0,Female,West,0,0.0,0.0,0.0,349,349,,0,SMS,1,10.29,8.11,0.008,0.001,24.39,9.75,0.0,0
18.0,,North,2,2194.83,1059.59,3.22,11,608,Home,2,WhatsApp,16,73.01,85.01,0.546,0.076,55.62,18.03,0.0987,0
30.0,Male,Central,5,4965.53,950.03,5.13,7,472,Fashion,3,Push,1,39.84,43.69,0.144,0.026,47.01,14.48,0.3178,0
40.0,Male,East,1,1397.89,1371.81,1.0,15,561,Beauty,1,WhatsApp,4,28.21,45.7,0.046,0.006,39.15,13.34,0.0535,0
25.0,Female,North,7,7896.49,1102.31,1.44,26,262,Home,3,Email,11,65.81,65.63,0.251,0.074,55.04,17.98,0.8015,0
24.0,Female,North,2,3095.98,1685.84,1.65,48,1233,Electronics,2,Call,3,31.42,49.69,0.072,0.02,39.77,28.62,0.0487,0
18.0,Female,Central,9,44806.52,4536.91,3.73,21,1180,Beauty,2,WhatsApp,3,32.98,52.74,0.045,0.01,45.85,32.7,0.2288,0
21.0,Female,West,6,19867.67,3367.72,3.95,10,856,Sports,2,SMS,18,81.79,79.63,0.459,0.178,57.3,29.83,0.2103,0
49.0,Female,West,11,15345.97,1405.43,1.62,11,97,Fashion,3,Push,13,66.68,66.99,0.345,0.08,58.37,24.24,3.4021,0
26.0,Male,South,5,5255.84,1034.71,3.35,21,817,Grocery,2,Email,8,56.62,66.72,0.24,0.061,49.64,17.75,0.1836,0
26.0,Female,North,1,541.74,498.25,3.05,55,710,Sports,1,WhatsApp,1,34.04,38.43,0.057,0.004,40.35,3.49,0.0423,0
18.0,Male,East,1,4243.27,4109.02,2.8,23,296,Home,1,Push,7,51.19,55.61,0.241,0.029,46.95,23.89,0.1014,0
36.0,Male,West,2,1206.58,588.84,3.59,8,820,Books,2,SMS,9,57.87,54.78,0.231,0.015,50.57,3.79,0.0732,0
32.0,Female,West,1,933.85,925.22,2.95,18,426,Fashion,1,Call,7,54.14,40.61,0.148,0.017,47.25,5.15,0.0704,0
39.0,Female,West,3,8238.3,2753.2,3.52,4,241,Electronics,2,SMS,10,82.46,70.48,0.177,0.058,55.32,18.87,0.3734,0
56.0,Male,North,3,13987.44,4604.96,1.0,28,329,Sports,2,Push,6,26.24,30.94,0.026,0.007,39.65,23.46,0.2736,0
53.0,Male,West,1,1670.28,1608.07,4.57,23,1128,Home,1,Push,5,41.72,45.73,0.126,0.032,43.28,15.66,0.0266,0
51.0,Female,South,9,27467.99,3027.16,2.41,10,949,Grocery,3,SMS,6,66.1,69.3,0.272,0.098,55.64,34.54,0.2845,0
22.0,Male,West,6,17083.17,2676.46,2.73,28,778,Fashion,2,WhatsApp,0,24.3,36.94,0.035,0.005,44.67,25.55,0.2314,0
46.0,Male,East,4,5593.06,1462.31,2.82,36,433,Sports,3,Push,12,81.83,69.6,0.332,0.107,53.79,17.85,0.2771,0
38.0,Female,West,6,16624.23,2650.38,1.2,12,232,Fashion,3,WhatsApp,12,77.94,74.02,0.493,0.141,58.04,32.98,0.7759,0
22.0,Female,West,6,27570.24,4784.48,1.0,14,275,Fashion,3,Email,5,51.56,66.77,0.165,0.027,49.65,34.71,0.6545,0
40.0,Female,West,5,15856.26,3321.25,2.99,8,979,Electronics,2,Email,9,48.23,62.9,0.246,0.081,51.44,25.95,0.1532,0
39.0,Female,North,2,3169.06,1546.23,2.46,16,545,Electronics,2,Email,3,33.64,41.2,0.076,0.008,44.57,12.8,0.1101,0
40.0,,North,3,1740.08,537.23,1.0,20,1464,Fashion,2,SMS,2,42.27,38.56,0.15,0.016,44.61,14.73,0.0615,0
39.0,Male,West,1,995.54,926.15,5.67,5,1273,Grocery,1,Push,15,71.57,69.41,0.395,0.102,54.15,7.68,0.0236,0
47.0,Male,Central,4,4225.28,1187.5,1.57,54,700,Fashion,2,Push,1,30.08,33.59,0.034,0.009,40.76,19.83,0.1714,0
38.0,Male,West,3,4700.77,1531.06,3.38,21,503,Fashion,2,SMS,13,68.19,66.24,0.248,0.021,52.63,10.65,0.1789,0
52.0,Male,South,1,787.88,867.84,2.05,22,290,Fashion,1,SMS,3,43.66,38.7,0.114,0.023,41.61,16.79,0.1034,0
41.0,Male,North,2,2866.31,1394.1,6.46,39,725,Fashion,1,WhatsApp,2,24.88,38.56,0.038,0.008,39.57,22.76,0.0828,0
56.0,Female,South,0,0.0,0.0,0.0,1200,1222,,0,WhatsApp,15,74.45,57.92,0.347,0.055,21.98,4.84,0.0,0
18.0,Male,North,3,2560.63,937.69,1.0,7,362,Books,2,SMS,9,72.1,47.24,0.132,0.027,52.14,8.96,0.2486,0
47.0,Female,South,3,8406.29,2736.46,3.71,18,920,Books,2,Call,3,33.34,42.48,0.041,0.004,42.11,15.53,0.0978,0
55.0,Female,West,1,1979.19,1753.68,1.49,23,870,Books,1,Push,7,42.93,39.39,0.098,0.012,43.95,19.59,0.0345,0
45.0,Female,East,1,1284.83,1337.5,3.42,37,1160,Books,1,Email,3,42.04,32.0,0.197,0.055,43.92,15.24,0.0259,0
65.0,Male,South,3,4496.79,1483.71,3.12,1,288,Grocery,2,Email,7,55.19,48.16,0.098,0.015,49.02,17.58,0.3125,0
25.0,Male,South,2,2986.7,1403.55,1.0,26,317,Fashion,2,SMS,2,43.33,35.79,0.095,0.02,42.28,13.39,0.1893,0
24.0,Female,West,3,1564.09,536.69,1.18,5,112,Grocery,2,Email,15,83.25,59.54,0.437,0.08,57.67,7.7,0.8036,0
65.0,Female,South,0,0.0,0.0,0.0,520,520,,0,Email,5,24.55,29.17,0.018,0.004,24.46,14.78,0.0,0
43.0,,South,1,1315.03,1339.71,2.43,31,135,Electronics,1,Email,1,12.73,24.54,0.033,0.007,35.41,17.95,0.2222,0
44.0,Female,Central,4,4427.3,1166.92,1.16,12,771,Electronics,2,Email,8,51.84,39.97,0.069,0.02,46.87,17.18,0.1556,0
50.0,Female,North,0,0.0,0.0,0.0,392,392,,0,Email,1,18.48,17.02,0.008,0.001,23.83,21.12,0.0,0
45.0,Male,South,1,3214.36,3299.26,3.55,31,579,Electronics,1,Email,1,22.62,41.35,0.051,0.016,39.45,24.32,0.0518,0
63.0,Male,Central,3,5373.17,1759.03,4.82,15,372,Grocery,2,Call,4,37.25,56.22,0.056,0.019,42.32,26.88,0.2419,0
37.0,Male,South,2,1862.78,888.4,2.62,30,128,Home,2,SMS,7,50.58,54.77,0.099,0.015,45.9,13.98,0.4687,0
51.0,Female,West,1,640.53,623.0,6.52,13,426,Home,1,Push,2,45.01,42.71,0.056,0.008,43.98,6.89,0.0704,0
21.0,,Central,8,15723.04,1862.99,1.53,19,907,Fashion,2,SMS,5,62.89,63.87,0.106,0.048,52.35,32.17,0.2646,0
18.0,Male,West,1,2901.67,2723.77,2.54,107,321,Grocery,1,Push,2,29.3,47.49,0.027,0.003,37.53,23.98,0.0935,0
38.0,Female,West,3,3122.73,1072.71,2.6,13,107,Toys,2,Email,3,32.37,27.66,0.1,0.02,44.16,11.3,0.8411,0
39.0,Female,West,3,4507.3,1520.35,2.23,19,937,Electronics,2,Push,9,56.5,59.98,0.239,0.083,51.04,23.03,0.0961,0
60.0,Male,West,1,6274.36,6785.89,4.32,243,60,Beauty,1,Call,0,12.27,11.58,0.005,0.001,27.51,30.14,0.5,0
51.0,Female,South,6,17536.04,3277.44,2.36,27,415,Grocery,3,SMS,8,61.28,64.4,0.248,0.059,51.99,35.01,0.4337,0
62.0,Male,East,2,6224.4,2773.35,3.46,58,960,Beauty,1,Push,0,10.32,13.0,0.003,0.0,33.23,22.86,0.0625,0
68.0,Male,West,9,26995.36,2868.35,3.69,7,1319,Toys,3,SMS,7,48.37,55.62,0.153,0.028,51.72,31.3,0.2047,0
57.0,Male,West,1,1043.85,1133.63,2.37,27,301,Electronics,1,SMS,8,59.03,57.37,0.174,0.024,48.92,9.25,0.0997,0
35.0,Female,East,2,3182.48,1538.85,3.94,27,316,Sports,2,Push,9,52.96,60.59,0.17,0.043,48.15,19.83,0.1899,0
26.0,Female,North,2,2593.59,1289.91,2.38,23,612,Sports,2,Email,5,39.42,38.05,0.08,0.012,41.45,16.83,0.098,0
,Male,South,4,14662.79,3787.36,1.73,39,633,Home,2,Email,6,64.53,56.6,0.221,0.029,48.98,24.26,0.1896,0
30.0,Male,South,8,61737.11,7678.58,2.85,61,325,Fashion,2,WhatsApp,1,26.75,33.01,0.03,0.009,42.95,36.99,0.7385,0
44.0,Female,North,8,24057.94,2923.73,3.01,17,969,Fashion,3,SMS,15,68.51,74.11,0.54,0.153,59.62,23.91,0.2477,0
43.0,Male,South,0,0.0,0.0,0.0,764,764,,0,SMS,14,68.74,65.81,0.227,0.062,31.81,11.25,0.0,0
26.0,Female,West,2,3683.92,1753.23,2.04,87,1016,Grocery,1,Email,0,34.44,24.39,0.031,0.004,37.73,9.03,0.0591,0
54.0,Female,North,7,26153.65,3994.84,4.18,7,460,Fashion,3,Push,15,82.67,75.02,0.205,0.096,59.09,35.08,0.4565,0
49.0,Female,Central,4,10846.82,2537.91,2.09,18,481,Beauty,2,SMS,4,48.58,58.18,0.202,0.075,49.05,25.67,0.2495,0
39.0,Male,North,5,8696.58,1830.46,2.51,55,424,Grocery,2,WhatsApp,1,16.46,28.5,0.024,0.005,39.75,24.92,0.3538,0
72.0,Male,West,1,1514.88,1517.39,1.7,7,1014,Home,1,WhatsApp,8,76.29,64.71,0.491,0.07,53.49,16.69,0.0296,0
56.0,Female,West,2,3900.05,1907.48,3.28,5,74,Grocery,2,WhatsApp,11,82.52,74.94,0.376,0.059,56.55,22.89,0.8108,0
21.0,Male,East,2,2238.54,1076.36,1.44,24,1192,Books,2,Push,1,47.16,32.13,0.075,0.007,44.03,10.99,0.0503,0
55.0,Female,Central,6,19427.75,3220.29,1.43,10,323,Fashion,3,Email,5,55.48,59.42,0.17,0.03,52.02,24.97,0.5573,0
37.0,Female,West,1,1112.71,1104.4,1.48,17,490,Beauty,1,SMS,3,42.4,44.21,0.077,0.012,45.26,9.5,0.0612,0
23.0,Female,South,7,7766.22,1081.3,7.65,17,347,Toys,3,Email,5,60.39,56.97,0.165,0.028,54.11,16.9,0.6052,0
34.0,Female,South,2,2364.47,1179.66,1.5,26,857,Books,2,SMS,7,70.35,57.5,0.345,0.09,51.55,13.92,0.07,0
48.0,Male,South,0,0.0,0.0,0.0,735,735,,0,Email,11,72.96,56.92,0.283,0.03,33.48,1.48,0.0,0
43.0,Female,Central,2,3681.55,1810.72,2.95,26,1037,Home,1,Push,3,15.51,15.48,0.0,0.0,34.97,16.78,0.0579,0
28.0,Male,East,2,2099.51,1137.65,3.51,24,369,Fashion,1,SMS,2,34.26,35.61,0.114,0.012,42.13,11.7,0.1626,0
38.0,Male,West,2,3026.98,1445.9,1.0,10,311,Toys,2,Email,13,77.83,73.67,0.215,0.04,53.01,18.08,0.1929,0
43.0,Female,South,2,2494.17,1194.77,4.53,47,465,Home,2,WhatsApp,3,33.82,35.33,0.05,0.011,40.32,20.16,0.129,0
41.0,Male,East,5,11193.01,2222.11,1.65,10,252,Sports,3,SMS,6,65.39,71.36,0.254,0.079,51.13,34.83,0.5952,0
50.0,Male,East,4,9967.42,2611.75,2.65,15,529,Electronics,2,Email,2,29.51,24.8,0.046,0.01,41.24,23.61,0.2268,0
18.0,Female,Central,3,4012.35,1351.57,3.42,18,1085,Grocery,2,Email,14,73.43,58.4,0.292,0.084,51.74,23.55,0.0829,0
30.0,Male,East,2,2440.04,1120.59,1.55,19,474,Electronics,2,Call,6,51.07,47.6,0.203,0.05,46.34,25.0,0.1266,0
28.0,Female,East,5,22824.57,4553.54,1.53,17,109,Grocery,2,Call,4,69.63,67.73,0.296,0.13,52.77,29.55,1.3761,0
31.0,Male,South,8,9775.36,1197.92,4.99,9,324,Fashion,2,Push,5,65.33,53.42,0.103,0.025,53.76,25.04,0.7407,0
25.0,Male,East,1,714.05,716.73,3.97,69,189,Home,1,SMS,1,15.11,18.15,0.025,0.006,34.96,22.84,0.1587,0
43.0,Male,West,11,41888.16,3667.11,1.69,3,475,Fashion,4,Email,32,92.49,81.78,0.323,0.078,64.96,29.3,0.6947,0
47.0,Other,Central,0,0.0,0.0,0.0,703,703,,0,Call,2,22.84,16.6,0.039,0.002,18.82,3.25,0.0,0
41.0,Male,Central,51,161549.13,3024.49,1.36,2,1325,Electronics,5,WhatsApp,29,91.99,87.7,0.485,0.154,96.16,45.14,1.1547,1
32.0,Female,South,1,2275.83,2129.08,2.23,75,1126,Fashion,1,WhatsApp,1,10.79,25.91,0.0,0.0,32.0,33.36,0.0266,0
50.0,Female,South,7,28905.08,3708.33,6.06,32,561,Home,3,Push,3,57.61,43.08,0.139,0.028,50.02,23.87,0.3743,0
49.0,,East,0,0.0,0.0,0.0,1200,1863,,0,Email,1,23.0,19.38,0.011,0.001,5.9,7.83,0.0,0
44.0,Female,Central,14,64953.04,4283.09,1.69,3,557,Home,3,Push,26,78.54,87.7,0.297,0.092,65.54,34.65,0.754,0
66.0,Male,North,4,5976.91,1458.12,1.0,26,185,Electronics,2,Email,2,27.49,36.0,0.032,0.002,40.38,13.68,0.6486,0
49.0,Female,South,3,5805.94,1984.86,2.68,32,404,Grocery,1,Push,3,25.69,39.69,0.027,0.007,39.01,25.56,0.2228,0
18.0,Male,East,1,765.5,692.19,1.77,16,358,Home,1,SMS,6,47.08,46.41,0.103,0.009,45.64,8.73,0.0838,0
43.0,Male,West,15,42622.77,2910.17,3.07,6,171,Home,4,WhatsApp,13,88.39,83.99,0.509,0.1,65.4,38.62,2.6316,1
52.0,Female,South,0,0.0,0.0,0.0,773,773,,0,WhatsApp,7,72.97,55.72,0.178,0.016,33.91,7.65,0.0,0
45.0,Male,South,1,1477.6,1444.69,3.59,16,961,Sports,1,Email,8,51.89,49.32,0.153,0.044,43.72,20.78,0.0312,0
31.0,Female,East,0,0.0,0.0,0.0,186,186,,0,Email,3,34.11,28.94,0.09,0.006,37.99,4.28,0.0,0
,Male,North,2,3219.67,1589.43,2.2,9,903,Electronics,2,Email,6,58.43,52.2,0.118,0.028,50.13,19.78,0.0664,0
20.0,Male,West,3,1695.29,578.51,1.36,28,205,Electronics,2,Push,2,57.87,59.38,0.098,0.019,46.15,15.91,0.439,0
26.0,Female,South,3,10425.52,3920.95,3.64,18,369,Grocery,2,Email,3,56.19,41.59,0.205,0.045,47.44,30.9,0.2439,0
27.0,Male,South,1,1168.52,1157.89,4.69,30,124,Home,1,Call,4,40.1,61.13,0.133,0.024,43.97,15.88,0.2419,0
23.0,Male,South,4,11215.64,2763.31,1.15,25,643,Toys,2,Email,9,59.91,72.6,0.229,0.037,51.86,30.96,0.1866,0
49.0,Male,North,0,0.0,0.0,0.0,255,255,,0,WhatsApp,6,60.47,57.67,0.127,0.018,41.97,10.57,0.0,0
59.0,Female,East,7,8877.08,1318.73,1.0,7,66,Fashion,3,WhatsApp,18,84.39,66.89,0.285,0.04,59.76,17.72,3.1818,0
32.0,Female,West,3,2619.97,816.75,2.58,17,789,Beauty,2,Push,1,32.8,35.38,0.086,0.009,42.24,17.55,0.1141,0
38.0,Male,Central,0,0.0,0.0,0.0,511,511,,0,Push,2,37.85,36.26,0.045,0.008,27.56,24.86,0.0,0
19.0,Male,Central,2,3843.27,1944.78,1.0,19,353,Beauty,2,Call,4,34.51,46.65,0.174,0.055,45.36,23.87,0.17,0
24.0,,East,6,5759.76,1022.99,1.05,31,571,Sports,3,WhatsApp,5,36.42,47.07,0.085,0.01,47.27,27.26,0.3152,0
41.0,Male,South,1,1963.8,1917.64,3.98,10,693,Fashion,1,Email,10,77.02,66.47,0.181,0.074,51.63,22.77,0.0433,0
46.0,Female,South,5,6053.18,1201.89,3.63,108,1040,Beauty,2,SMS,3,29.22,36.82,0.028,0.008,38.84,26.74,0.1442,0
60.0,Female,East,6,9807.74,1611.33,1.19,7,1550,Toys,2,Call,19,84.86,67.68,0.395,0.039,57.8,12.16,0.1161,0
32.0,Female,South,4,5807.31,1651.29,1.87,16,1057,Electronics,2,Push,5,31.74,49.77,0.114,0.024,45.52,24.18,0.1135,0
35.0,Male,South,11,29437.37,2713.52,4.13,10,215,Home,3,Email,14,72.23,83.45,0.187,0.075,61.03,35.07,1.5349,0
36.0,Female,South,5,2413.25,476.81,4.74,3,124,Electronics,3,Email,48,99.45,83.98,0.708,0.16,61.51,6.43,1.2097,0
21.0,Male,West,1,3142.62,3197.53,4.66,9,515,Electronics,1,Call,10,80.6,69.09,0.385,0.148,52.64,24.98,0.0583,0
39.0,Male,East,7,12261.07,1773.9,2.3,17,740,Sports,2,Push,9,59.08,78.22,0.138,0.056,54.42,27.25,0.2838,0
44.0,Female,West,7,21008.13,3046.34,1.0,8,919,Home,3,Push,15,72.2,68.76,0.173,0.088,57.7,33.71,0.2285,0
31.0,Female,West,7,12092.76,1860.73,3.69,21,743,Fashion,2,Email,4,46.41,47.99,0.072,0.028,47.59,27.67,0.2826,0
34.0,Male,North,6,13902.89,2379.43,3.19,16,544,Home,3,Email,5,50.53,57.11,0.151,0.05,51.11,21.82,0.3309,0
59.0,Male,West,2,2762.46,1463.0,4.74,13,159,Beauty,2,Push,4,37.53,47.01,0.061,0.01,41.35,24.4,0.3774,0
31.0,Male,East,5,5664.05,1122.47,1.7,32,230,Grocery,2,WhatsApp,2,27.94,42.47,0.055,0.009,43.57,13.3,0.6522,0
31.0,Female,West,1,914.22,911.52,3.22,25,320,Electronics,1,Email,5,61.81,53.96,0.267,0.047,47.45,16.22,0.0937,0
29.0,Male,East,2,1266.46,634.97,1.59,13,158,Home,2,Email,2,49.27,47.9,0.149,0.026,46.93,8.4,0.3797,0
42.0,Male,South,9,34302.58,3994.51,2.23,45,1112,Fashion,4,Push,8,55.62,64.97,0.234,0.101,53.88,34.65,0.2428,0
47.0,Female,North,2,5034.33,2731.85,1.76,18,470,Grocery,2,SMS,3,58.86,57.9,0.084,0.021,47.09,24.72,0.1277,0
32.0,Male,North,1,1330.38,1363.89,1.85,43,171,Fashion,1,Email,5,55.24,38.32,0.117,0.009,42.6,11.51,0.1754,0
38.0,Male,North,6,11417.3,1927.67,1.62,6,913,Electronics,2,SMS,10,67.74,64.07,0.276,0.1,55.88,23.37,0.1972,0
18.0,Male,South,4,13126.93,3616.44,1.99,32,732,Books,2,Push,2,35.35,40.76,0.043,0.017,42.75,31.22,0.1639,0
55.0,Female,East,10,20136.59,1951.3,2.48,15,319,Home,3,Email,4,58.95,60.11,0.148,0.039,54.07,30.38,0.9404,0
54.0,Female,North,1,1984.31,2086.12,5.31,16,761,Home,1,Push,19,79.68,68.5,0.34,0.041,53.15,11.45,0.0394,0
53.0,Female,North,0,0.0,0.0,0.0,346,346,,0,SMS,10,66.84,47.81,0.217,0.009,41.48,1.67,0.0,0
49.0,Male,North,0,0.0,0.0,0.0,166,166,,0,Email,3,45.37,52.17,0.121,0.022,40.65,23.9,0.0,0
26.0,Female,North,0,0.0,0.0,0.0,311,311,,0,Push,2,6.68,16.69,0.013,0.001,26.51,11.67,0.0,0
39.0,Male,Central,6,11835.15,1959.01,5.9,100,540,Electronics,3,Email,5,40.56,55.41,0.119,0.041,44.52,26.73,0.3333,0
57.0,Female,West,19,49407.44,2682.55,4.45,2,318,Fashion,3,WhatsApp,25,89.23,83.43,0.287,0.056,71.11,31.77,1.7925,1
18.0,Female,East,4,16836.22,4096.07,3.39,32,342,Fashion,2,Call,4,53.11,47.56,0.072,0.032,45.39,31.11,0.3509,0
57.0,Female,South,11,32989.63,2795.93,4.86,13,956,Grocery,3,Push,2,46.02,60.73,0.082,0.03,52.96,36.0,0.3452,0
44.0,Male,West,7,32078.65,4835.85,1.95,5,2852,Home,3,Email,5,48.56,68.43,0.107,0.033,51.45,32.89,0.0736,0
44.0,Female,North,10,42612.25,4154.31,2.35,19,393,Fashion,3,Email,15,68.79,59.23,0.227,0.057,55.25,36.6,0.7634,0
44.0,Female,East,6,19542.61,3171.73,5.13,35,263,Books,2,Push,4,36.71,41.28,0.056,0.01,43.93,33.11,0.6844,0
18.0,Female,South,7,34632.55,4449.36,3.05,7,418,Grocery,3,WhatsApp,8,77.87,77.25,0.183,0.055,55.56,34.55,0.5024,0
51.0,Male,North,7,11970.62,1537.83,3.88,5,499,Sports,3,Email,4,58.3,59.67,0.213,0.063,53.21,20.3,0.4208,0
41.0,Female,South,4,1759.8,395.09,1.08,157,964,Toys,2,SMS,1,8.97,28.47,0.02,0.002,33.66,8.74,0.1245,0
,Female,North,7,59083.95,8651.42,3.85,77,593,Fashion,1,WhatsApp,1,7.63,12.01,0.005,0.001,35.57,40.41,0.3541,0
58.0,Male,West,1,598.38,583.96,3.96,18,894,Toys,1,Call,1,38.44,50.41,0.069,0.01,41.4,20.66,0.0336,0
45.0,Male,East,0,0.0,0.0,0.0,172,172,,0,Email,4,27.47,40.0,0.036,0.012,32.61,30.94,0.0,0
46.0,Female,Central,3,4083.9,1314.47,4.12,10,343,Toys,2,Email,6,60.54,54.13,0.308,0.047,49.34,14.87,0.2624,0
41.0,Male,North,9,39294.84,4780.28,5.18,26,1045,Electronics,3,WhatsApp,2,32.11,37.56,0.111,0.04,48.39,31.28,0.2584,0
30.0,Female,West,1,665.78,679.67,5.51,14,811,Home,1,Push,8,64.66,46.55,0.228,0.023,48.89,3.23,0.037,0
47.0,Female,West,3,4260.81,1461.69,1.23,9,882,Grocery,2,Email,12,57.98,42.21,0.13,0.027,50.62,16.2,0.102,0
50.0,Female,East,2,2063.66,1088.9,2.92,61,253,Fashion,2,Email,4,25.98,41.19,0.016,0.004,38.04,19.14,0.2372,0
53.0,Male,West,7,21212.35,2753.96,1.0,13,831,Sports,3,Push,5,36.96,51.66,0.039,0.005,47.28,25.8,0.2527,0
64.0,Male,Central,4,10666.63,2634.96,3.89,11,484,Fashion,2,WhatsApp,4,32.69,43.83,0.031,0.007,43.72,30.43,0.2479,0
22.0,Female,East,0,0.0,0.0,0.0,697,697,,0,Call,10,78.81,66.91,0.215,0.026,34.12,10.03,0.0,0
23.0,,North,0,0.0,0.0,0.0,91,91,,0,WhatsApp,4,50.43,53.74,0.157,0.027,41.43,26.37,0.0,0
77.0,Male,North,7,25479.85,3475.78,7.29,21,564,Grocery,3,Push,8,71.37,73.2,0.381,0.105,58.11,32.44,0.3723,0
26.0,Male,East,18,87376.2,4913.48,5.83,3,116,Books,4,SMS,13,78.02,82.15,0.446,0.204,67.14,41.67,4.6552,1
43.0,Female,Central,3,7837.44,2647.39,4.54,11,1778,Beauty,2,SMS,1,49.43,47.7,0.18,0.052,46.0,27.25,0.0506,0
48.0,Male,Central,5,13594.42,2724.78,1.91,56,1111,Fashion,2,Call,8,38.47,26.36,0.064,0.007,43.08,16.29,0.135,0
47.0,Female,East,1,910.04,978.77,2.57,20,673,Fashion,1,Email,0,34.01,33.79,0.035,0.003,39.1,8.81,0.0446,0
43.0,Male,South,12,24838.77,2051.42,3.35,16,194,Sports,4,WhatsApp,5,68.89,77.65,0.289,0.149,58.79,35.94,1.8557,0
67.0,Male,Central,3,4908.99,1604.43,3.37,18,701,Fashion,2,Email,5,44.78,56.86,0.133,0.055,46.09,27.35,0.1284,0
39.0,Male,South,1,2649.52,2721.96,1.63,32,357,Books,1,Call,5,42.03,37.96,0.071,0.016,39.74,19.94,0.084,0
50.0,Female,Central,3,2900.63,991.51,5.78,4,361,Fashion,2,Push,12,72.24,48.29,0.329,0.024,53.5,6.78,0.2493,0
34.0,Female,South,5,2954.17,567.96,2.1,17,1237,Home,3,Call,12,76.08,66.47,0.16,0.023,54.8,11.48,0.1213,0
32.0,Male,East,3,13080.55,4270.6,4.01,43,656,Grocery,2,WhatsApp,2,18.24,38.86,0.09,0.02,39.59,26.88,0.1372,0
51.0,Female,East,6,12560.59,2015.51,5.52,6,190,Electronics,3,Push,3,58.36,65.87,0.172,0.025,52.09,24.24,0.9474,0
37.0,Male,East,1,734.0,751.24,1.39,11,116,Electronics,1,WhatsApp,10,61.94,49.08,0.349,0.064,49.8,5.04,0.2586,0
29.0,Female,West,3,8137.6,2731.75,1.19,6,344,Toys,3,Email,12,82.94,82.9,0.625,0.234,57.51,26.6,0.2616,0
18.0,Female,North,0,0.0,0.0,0.0,754,754,,0,Push,3,44.43,48.63,0.111,0.008,24.92,6.9,0.0,0
30.0,Male,North,5,15614.44,3195.72,1.95,27,360,Grocery,2,Email,9,57.35,52.4,0.103,0.042,48.12,32.71,0.4167,0
59.0,Female,North,3,7265.88,2516.45,3.4,8,547,Grocery,3,Push,6,66.09,67.95,0.245,0.056,51.87,22.51,0.1645,0
26.0,Male,West,2,2296.21,1239.99,1.45,5,1087,Beauty,2,SMS,8,85.47,78.37,0.45,0.09,54.83,15.58,0.0552,0
49.0,Male,East,4,14625.58,3616.56,1.25,21,249,Beauty,2,Email,7,62.28,54.08,0.09,0.031,50.48,30.03,0.4819,0
40.0,Female,Central,3,5155.97,1700.26,1.0,40,606,Sports,2,Push,10,50.68,59.09,0.2,0.05,47.97,23.8,0.1485,0
49.0,Female,South,9,45929.24,4683.18,2.28,18,757,Beauty,2,SMS,6,36.31,44.57,0.107,0.039,47.26,34.32,0.3567,0
18.0,Male,South,2,3649.03,1850.24,5.15,70,780,Books,2,Email,8,41.89,41.2,0.117,0.018,42.38,21.02,0.0769,0
40.0,Male,East,5,17632.33,3593.24,1.14,25,1200,Toys,2,WhatsApp,6,45.87,51.93,0.147,0.042,47.06,22.43,0.125,0
50.0,Female,East,5,5262.03,1060.36,2.13,11,401,Home,2,Email,12,61.76,66.58,0.252,0.085,53.58,17.48,0.3741,0
71.0,Female,Central,5,13607.68,2739.28,4.63,18,644,Electronics,3,Email,2,56.46,58.36,0.299,0.104,51.66,23.42,0.2329,0
63.0,Male,Central,9,29705.56,3173.7,2.21,25,682,Beauty,3,Email,3,30.96,42.6,0.071,0.016,46.22,35.57,0.3959,0
35.0,Female,South,6,6194.48,969.14,2.23,34,1142,Sports,3,Push,11,72.82,69.42,0.326,0.071,54.72,15.44,0.1576,0
35.0,Female,South,8,19756.67,2512.52,3.47,9,234,Electronics,3,Email,6,37.48,52.21,0.101,0.027,49.57,27.43,1.0256,0
32.0,Female,South,5,7667.59,1497.63,4.31,65,668,Grocery,2,Email,2,42.17,39.49,0.106,0.012,46.01,12.18,0.2246,0
36.0,Female,North,3,2543.73,855.51,4.57,5,439,Beauty,3,Email,10,74.64,57.63,0.438,0.082,52.66,4.65,0.205,0
39.0,,Central,4,5777.87,1303.82,1.0,2,535,Toys,2,WhatsApp,13,70.41,63.02,0.203,0.043,54.28,22.41,0.2243,0
37.0,Male,West,5,23898.96,5046.5,2.14,15,602,Fashion,3,Push,7,54.12,56.68,0.163,0.061,50.99,25.08,0.2492,0
